1000000000,1.5,1.54,0.02,100,0.09999999999999999
1000000000,1.5,1.612,0.02,100,0.07000000000000001
1000000000,1.5,1.576,0.02,100,0.09
1000000000,1.5,1.648,0.02,200,0.075
1000000000,1.748,1.684,0.02,100,0.09999999999999999
1000000000,1.82,1.684,0.02,100,0.09999999999999999
1000000000,1.604,1.684,0.02,100,0.12
1000000000,1.5,1.684,0.02,400,0.06000000000000002
1000000000,1.676,1.684,0.02,100,0.07000000000000001
1000000000,1.5,1.72,0.02,500,0.06200000000000004
1000000000,1.46,1.684,0.02,300,0.06333333333333334
